sample_id	trait1	trait2	trait3
id0062	-1.53942115387476	-3.30936794167469	-1.53238370440054
id0063	-0.164723062591857	-1.39202095600457	0.400864416806192
id0064	1.39652237265197	-1.55016837494532	0.0914657114302229
id0065	-0.745533112557613	-0.422569133382576	-1.42653376417601
id0066	0.997126878802286	-2.57314231295621	0.57135381896289
id0067	0.614622700473213	-2.98006530890138	0.238241088800169
id0068	-0.0535503703725244	-3.29050785490445	0.832012487448031
id0069	-1.23233321067157	-2.66588578038477	-1.96690599728495
id0070	0.211513593023507	-1.82169567625193	-1.73262866942748
id0071	-0.72323992306952	-2.36417907307567	-1.39326664584625
id0072	0.926004841563564	-1.51302458143245	-2.09958718003268
id0073	-0.629400193664711	-1.96682865326681	-1.19066665941503
id0074	-0.963844403821242	0.177764098513132	-0.459766684396476
id0075	0.38241564205376	-1.02470852752181	0.815134045606084
id0076	0.971684248256256	-3.67843983286048	-2.4978232599869
id0077	0.186628431472753	0.161173921374338	1.33257364820929
id0078	0.0527791441611895	-2.16476564540172	0.497061373870573
id0079	0.659640729887021	-1.7952363930216	0.410843189460558
id0080	-0.337117280230884	-1.09721838824034	-0.676765334913147
id0081	0.922842321810201	-2.19326506862411	-1.29969367226448
id0082	0.744402328051945	-3.52428641293073	-0.745518677958622
id0083	-0.0723143226166478	-1.97194708963008	-0.75544841420843
id0084	-0.281410200877556	-1.00651113944872	-1.2632981770998
id0085	1.26993596215914	-1.72622194882396	-1.09300239832014
id0086	0.981413273219955	-2.0434075283998	0.572760659974519
id0087	-0.170669157791942	-1.85125255419499	-3.33255890259348
id0088	-0.53758921708152	-3.06193062566355	-0.445699673429262
id0089	1.32301678158267	-1.42275080910514	1.32212500919152
id0090	0.133457043565334	-2.42551447911599	-0.238212234645523
id0091	-0.7678460813775	-2.21624702533189	-0.685587785750126
id0092	0.746215805860805	-2.03205249873659	0.79723024156764
id0093	-0.238858223397259	-0.582941719717853	-0.133372857819561
id0094	0.582842726068513	-1.33711472352025	-0.657951287192334
id0095	1.42898148321289	-2.1084159764593	-0.19179113156306
id0096	0.0425129103429507	-1.29665273009831	0.351522097307224
id0097	1.3908048396373	-1.85897130814737	-2.26173849492654
id0098	0.853413629122134	-2.68577806426237	-0.933277453998418
id0099	-0.262958459673061	-3.62332013469203	-1.59026095178283
id0100	-0.218638022679338	-1.76157601071092	-3.22143735971216
id0101	1.0115383766832	-1.19941161724531	-1.45868648859421
id0102	2.31506108210764	-2.24618291100748	-0.649430152873086
id0103	-0.993205294514332	-2.3651631782911	0.232669586173674
id0104	0.330211500154227	-2.55348928420522	-0.588157999701759
id0105	0.012158191095432	-1.15633039896605	0.00829949652901885
id0106	0.796839668127043	-0.499792050256214	-1.58285801630418
id0107	0.877239075138132	-1.76798270999405	-0.192450272489497
id0108	0.0424148985599476	-1.49915742905798	-0.623715397296898
id0109	-0.79047669800154	-1.07217575155592	0.523779967874006
id0110	0.197790847941636	-2.61933495992945	0.601695514754982
id0111	-0.176365423123453	-1.80442334916704	-0.523392537837395
id0112	1.14811748427645	-1.13542268248907	-0.0854204086855701
id0113	0.0351197910667468	-2.15194347012374	-2.32037371755664
id0114	0.663862020012353	-2.55167815787495	-0.179898526913558
id0115	0.677381798984285	-2.2533051670051	-0.439905581183149
id0116	1.86088669163751	-1.16873802362592	-0.662644040543765
id0117	1.3415525278591	-1.62345209492695	1.24940335719796
id0118	1.44919855063407	-1.87865450207561	0.230475410450241
id0119	-1.61738946107872	-2.79931220974506	-0.293587067376539
id0120	-0.680727343464644	-0.809942656137061	-1.8094755835774
id0121	1.53711789873141	-1.88052100568499	-0.666443443532235
id0122	0.769239648831494	-5.40896516950815	-2.24335108734752
id0123	-0.652600568418417	-1.67734445013211	-0.578832217895423
id0124	-0.0139874701255638	-2.53405000129162	-1.37325514535212
id0125	-0.0437891280121052	-2.35220080537467	-2.14555279700063
id0126	1.69973937437288	-1.99722903236982	-0.223400320399635
id0127	-0.370755548711705	-1.88680505786348	1.52783087711424
id0128	0.596578605794466	-2.99806903225499	-1.38941629930477
id0129	-0.657077178389351	-1.6121564502793	-1.66463271003091
id0130	0.166610543047669	-1.71732061862884	-0.0113994442167895
id0131	-0.497985566219013	-1.72599236233363	-1.0101992762163
id0132	-1.15771180750694	-1.21852749355243	-0.538892929461421
id0133	0.308585317556693	-3.31991532812027	-0.823196685205882
id0134	1.06039125625586	-3.78434520609546	-0.27805588651898
id0135	0.227283764707605	-0.208605608123094	-0.37006920042402
id0136	0.730402246545089	-2.7312105500463	-1.19580042488275
id0137	0.908645157127514	-1.84625953593955	-1.08060780436385
id0138	-0.155550257503915	-1.72258886455891	-0.153188273945928
id0139	-2.23631484580669	-1.29760640341444	-1.36899089162584
id0140	-0.576577612760464	-2.556371109603	-1.30466526981692
id0141	0.649434855302857	-1.70065929516801	-2.40611341212885
id0142	0.324633064903284	-2.06868586257581	0.953179261672971
id0143	-0.771713600677757	-1.09546510267489	1.56603134603947
id0144	-0.132478938341386	-1.31757788255096	-1.85780444051667
id0145	0.384839094495623	-1.78851924671481	0.155667947292846
id0146	0.171062122470669	-0.0269830797271707	-0.592099538531865
id0147	0.12321017120156	-3.14912541623308	-0.512364218949062
id0148	-0.352317645929493	-1.98331779106389	-0.0418212247415256
id0149	1.20210208034683	-2.9847518729705	1.05042388744376
id0150	0.888675869007632	-2.18289185069267	0.225987901871416
id0151	0.660747079324069	-2.02525892276456	-1.53990458343774
id0152	-1.12992851449062	-2.81320485118952	1.32899948201447
id0153	-1.04101320641782	-1.66383526559946	-0.752004062202202
id0154	0.661512118652819	-3.50748741201657	0.27679980091833
id0155	-1.28316737866707	-0.79750952875224	-1.14542205589797
id0156	2.49040446747564	-3.80034488053484	-0.325731177770854
id0157	0.225046861205054	-2.84595047094078	-0.140134461578167
id0158	0.370127052459566	-1.96206307255247	-1.24120640905569
id0159	0.00508156846029595	-4.08342510210555	-1.49196775116184
id0160	-0.993564725942398	-2.09585365069004	-1.97906496263011
id0161	-0.353528267504247	-2.42295793189554	-0.554268242815356
id0162	-0.289087766793471	-2.42250460153366	-0.359529319665842
id0163	-0.448751233055529	-1.63300746231462	0.545497100306603
id0164	0.378416199609265	-1.35400577159668	-2.37119781517311
id0165	-1.07669087989532	-1.72478232414985	-2.07402213531116
id0166	0.458426965487797	-0.834012625096758	-1.9756113328539
id0167	0.00197600242083118	-3.76785072809471	0.16861041492623
id0168	1.03070075151318	-2.94574407723527	-0.686626088597731
id0169	1.791654500791	-2.83713454287144	-0.269443839712751
id0170	0.633639282427506	-3.27496431084358	-0.715602451890076
id0171	0.311307746060111	-1.02124165243357	0.225766907400717
id0172	-0.954387134630052	-1.3820693758374	0.0153518693114568
id0173	2.6503880836625	-1.62136193797602	-1.63385213887722
id0174	-0.0380618565074022	-2.25997422600334	-0.975224785851721
id0175	0.1146981449063	-0.601717853043526	0.179247558394247
id0176	-0.0774588331845059	-2.99426171509765	-1.18171925729048
id0177	-1.06098943028498	-1.96359270955349	0.481494756319109
id0178	1.30936412906394	-2.30116351959125	-0.260973918037318
id0179	1.14314018511306	-2.71390667661136	-2.89261269642714
id0180	1.95837895729434	-0.998846743069029	0.00369849202633366
id0181	0.756941205510981	-0.599225544136409	-1.3658289475277
id0182	0.521637865243474	-2.65869100182941	-1.00498205455856
id0183	1.32814295988268	-2.9403957479909	-1.31268957620236
id0184	-0.082030175423637	-4.22810158875611	0.0818839765708061
id0185	0.367443585719795	-1.81887384377874	-1.71166355293784
id0186	-0.0200003234640364	-2.15114693033345	0.556243614876614
id0187	-0.0475044831073954	-1.00411568592516	-1.31554569823985
id0188	0.452962932699088	-1.20095606776613	-1.7061891766648
id0189	1.47714661828687	-2.77824238899711	-1.91125997775417
id0190	1.99974201921915	-1.77111630340527	-0.863280866521722
id0191	0.884815373919017	-1.90244105381976	-1.97916924664467
id0192	-0.881634686784247	-1.42605943442879	0.325397087079839
id0193	1.11224643779358	-1.03159815234401	0.0895898820865152
id0194	2.0609279558406	-3.09844763710456	-0.433223331577964
id0195	0.486702961179121	-1.26650273279808	-0.0182544270645498
id0196	-1.76027819910847	-2.02517235660575	-0.0457168225047486
id0197	0.368494628000661	-1.8500734241629	0.610031406289726
id0198	-0.181904043157138	-2.43111119645945	-0.362417798300454
id0199	0.397107412022092	-2.85393077673763	-1.53155133363007
id0200	0.777126940024884	-1.31988004780101	1.22516736807462
